date,player,team_vs,AB,H,HR,RBI,BB,SO,season_avg,season_hr,season_rbi,IP,ER,BB_pitch,SO_pitch,ERA,season_wins,season_losses,season_era,season_so
2026-07-04,鈴木 誠也 (CHC),カージナルス 17 - 1 カブス (試合終了),3,0,0,0,1,1,.271,13,42,,,,,,,,,
2026-07-04,岡本 和真 (TOR),ブルージェイズ 2 - 0 マリナーズ (試合終了),4,1,0,0,0,0,.240,19,54,,,,,,,,,
2026-07-04,千賀 滉大 (NYM),メッツ 3 - 5 ブレーブス (試合終了),,,,,,,,,,2.2,1,0,4,-.--,0,7,8.66,42
2026-07-04,大谷 翔平 (LAD),パドレス 3 - 4 ドジャース (試合終了),3,0,0,0,0,0,.288,18,50,6.0,3,2,9,-.--,8,2,1.79,95
