date,player,team_vs,AB,H,HR,RBI,BB,SO,season_avg,season_hr,season_rbi,IP,ER,BB_pitch,SO_pitch,ERA,season_wins,season_losses,season_era,season_so
2026-05-10,岡本 和真 (TOR),エンゼルス 1 - 14 ブルージェイズ,4,1,0,1,0,0,.248,10,25,,,,,,,,,
2026-05-10,鈴木 誠也 (CHC),カブス 0 - 6 レンジャーズ,3,1,0,0,1,1,.305,7,16,,,,,,,,,
2026-05-10,村上 宗隆 (CWS),マリナーズ 1 - 6 ホワイトソックス,4,0,0,0,0,2,.230,15,29,,,,,,,,,
2026-05-10,大谷 翔平 (LAD),ブレーブス 7 - 2 ドジャース,4,1,0,0,0,2,.248,6,16,,,,,,,,,
