date,player,team_vs,AB,H,HR,RBI,BB,SO,season_avg,season_hr,season_rbi,IP,ER,BB_pitch,SO_pitch,ERA,season_wins,season_losses,season_era,season_so
2026-06-15,大谷 翔平 (LAD),ドジャース 4 - 6 ホワイトソックス (試合終了),2,0,0,0,2,2,.302,14,41,,,,,,,,,
2026-06-15,吉田 正尚 (BOS),レンジャーズ 6 - 4 レッドソックス (試合終了),4,2,0,0,0,2,.246,1,10,,,,,,,,,
2026-06-15,岡本 和真 (TOR),ヤンキース 8 - 3 ブルージェイズ (試合終了),4,2,0,1,0,1,.235,15,42,,,,,,,,,
