date,player,team_vs,AB,H,HR,RBI,BB,SO,season_avg,season_hr,season_rbi,IP,ER,BB_pitch,SO_pitch,ERA,season_wins,season_losses,season_era,season_so
2026-09-19,岡本 和真 (TOR),ブルージェイズ 1 - 7 レンジャーズ (試合終了),3,1,0,0,1,1,.235,33,88,,,,,,,,,
2026-09-19,鈴木 誠也 (CHC),カブス 4 - 6 レッズ (試合終了),5,1,0,2,0,3,.265,24,83,,,,,,,,,
2026-09-19,村上 宗隆 (CWS),タイガース 11 - 8 ホワイトソックス (試合終了),4,0,0,0,1,2,.203,32,68,,,,,,,,,
