date,player,team_vs,AB,H,HR,RBI,BB,SO,season_avg,season_hr,season_rbi,IP,ER,BB_pitch,SO_pitch,ERA,season_wins,season_losses,season_era,season_so
2026-05-12,岡本 和真 (TOR),レイズ 8 - 5 ブルージェイズ,4,1,0,0,0,2,.248,10,26,,,,,,,,,
2026-05-12,大谷 翔平 (LAD),ジャイアンツ 9 - 3 ドジャース,5,0,0,0,0,2,.233,6,16,,,,,,,,,
2026-05-12,佐々木 朗希 (LAD),ジャイアンツ 9 - 3 ドジャース,,,,,,,,,,5.0,3,1,5,-.--,1,3,5.88,31
