date,player,team_vs,AB,H,HR,RBI,BB,SO,season_avg,season_hr,season_rbi,IP,ER,BB_pitch,SO_pitch,ERA,season_wins,season_losses,season_era,season_so
2026-06-04,吉田 正尚 (BOS),オリオールズ 1 - 8 レッドソックス,3,1,0,0,1,1,.252,1,10,,,,,,,,,
2026-06-04,岡本 和真 (TOR),ブルージェイズ 3 - 7 ブレーブス,4,1,0,0,0,2,.221,13,35,,,,,,,,,
2026-06-04,鈴木 誠也 (CHC),アスレチックス 5 - 4 カブス,4,1,1,1,0,1,.239,8,20,,,,,,,,,
2026-06-04,大谷 翔平 (LAD),ドジャース 7 - 0 ダイヤモンドバックス,4,3,0,0,2,1,.301,10,33,6.0,0,1,6,-.--,6,2,0.74,67
