date,player,team_vs,AB,H,HR,RBI,BB,SO,season_avg,season_hr,season_rbi,IP,ER,BB_pitch,SO_pitch,ERA,season_wins,season_losses,season_era,season_so
2026-04-24,鈴木 誠也 (CHC),フィリーズ 7 - 8 カブス,4,3,1,1,2,0,.319,3,7,,,,,,,,,
2026-04-24,吉田 正尚 (BOS),ヤンキース 4 - 2 レッドソックス,4,0,0,0,0,0,.262,0,5,,,,,,,,,
2026-04-24,大谷 翔平 (LAD),ドジャース 3 - 0 ジャイアンツ,5,0,0,0,0,2,.245,5,11,,,,,,,,,
2026-04-24,村上 宗隆 (CWS),ホワイトソックス 4 - 1 ダイヤモンドバックス,5,1,0,0,0,3,.253,10,19,,,,,,,,,
