date,player,team_vs,AB,H,HR,RBI,BB,SO,season_avg,season_hr,season_rbi,IP,ER,BB_pitch,SO_pitch,ERA,season_wins,season_losses,season_era,season_so
2026-05-08,今永 昇太 (CHC),レッズ 3 - 8 カブス,,,,,,,,,,6.0,1,3,10,-.--,4,2,2.28,53
2026-05-08,吉田 正尚 (BOS),レイズ 8 - 4 レッドソックス,3,0,0,0,1,0,.295,0,5,,,,,,,,,
