date,player,team_vs,AB,H,HR,RBI,BB,SO,season_avg,season_hr,season_rbi,IP,ER,BB_pitch,SO_pitch,ERA,season_wins,season_losses,season_era,season_so
2026-08-11,千賀 滉大 (NYM),メッツ 8 - 5 ブレーブス (試合終了),,,,,,,,,,1.0,0,1,2,-.--,0,8,8.12,57
2026-08-11,吉田 正尚 (BOS),レッドソックス 1 - 2 ブルージェイズ (試合終了),2,0,0,0,2,0,.270,5,26,,,,,,,,,
2026-08-11,松井 裕樹 (SD),ブルワーズ 2 - 3 パドレス (試合終了),,,,,,,,,,1.0,0,0,1,-.--,3,1,2.35,48
2026-08-11,大谷 翔平 (LAD),ロイヤルズ 5 - 6 ドジャース (試合終了),4,2,0,1,0,0,.294,26,72,,,,,,,,,
