date,player,team_vs,AB,H,HR,RBI,BB,SO,season_avg,season_hr,season_rbi,IP,ER,BB_pitch,SO_pitch,ERA,season_wins,season_losses,season_era,season_so
2026-06-22,松井 裕樹 (SD),パドレス 3 - 4 レンジャーズ,,,,,,,,,,1.0,0,1,1,-.--,0,1,1.46,28
2026-06-22,大谷 翔平 (LAD),オリオールズ 12 - 1 ドジャース,2,1,0,0,1,0,.297,16,43,,,,,,,,,
2026-06-22,吉田 正尚 (BOS),レッドソックス 1 - 3 マリナーズ,1,0,0,0,0,0,.247,1,10,,,,,,,,,
