date,player,team_vs,AB,H,HR,RBI,BB,SO,season_avg,season_hr,season_rbi,IP,ER,BB_pitch,SO_pitch,ERA,season_wins,season_losses,season_era,season_so
2026-09-14,岡本 和真 (TOR),オリオールズ 1 - 8 ブルージェイズ (試合終了),3,1,1,1,1,0,.236,32,85,,,,,,,,,
2026-09-14,鈴木 誠也 (CHC),パイレーツ 4 - 3 カブス (試合終了),3,0,0,0,1,1,.269,24,81,,,,,,,,,
2026-09-14,村上 宗隆 (CWS),ホワイトソックス 1 - 3 カージナルス (試合終了),3,0,0,0,1,2,.206,31,65,,,,,,,,,
2026-09-14,松井 裕樹 (SD),パドレス 6 - 4 ジャイアンツ (試合終了),,,,,,,,,,1.0,0,0,1,-.--,3,1,1.98,63
